Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,Close_BND,High_BND,Low_BND,Open_BND,Volume_BND,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
2015-07-01,17.94333267211914,18.17466735839844,17.856666564941406,18.073999404907227,31518000.0,60.81671524047852,60.91444089924301,60.76409284954218,60.79416360656443,5399300.0,174.91709899902344,175.3638741746747,174.12470140816666,175.1109794107984,135979900.0
2015-07-02,18.667999267578125,18.82999992370605,18.220666885375977,18.68000030517578,107458500.0,60.967098236083984,61.0272397846012,60.93702746182537,60.93702746182537,1060100.0,174.7569122314453,175.56617281227895,174.3354252933104,175.3975806095771,104373700.0
2015-07-06,18.64800071716309,18.779333114624023,18.420000076293945,18.59199905395508,61828500.0,61.17757797241211,61.22268699417173,61.05730063034968,61.22268699417173,2210700.0,174.2595977783203,175.04355747579245,173.25645659425425,173.45877499816478,117975400.0
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767575,91576500.0,61.23772811889648,61.47076944499569,61.23772811889648,61.41063363321802,4183200.0,175.35548400878906,175.4819249845422,172.05945203800184,174.46193347942804,173820200.0
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500.0,61.410606384277344,61.46322878086685,61.3128749796032,61.37301650010866,1967800.0,172.41348266601562,174.29331120955473,172.17745095932744,174.00670311754243,164020100.0
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500.0,61.2076301574707,61.32791319842472,61.177559397232194,61.312874950599934,1670900.0,172.7253875732422,174.79068440400948,172.61580968715748,174.5293516288501,144113100.0
2015-07-10,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500.0,60.92196273803711,61.01217501312522,60.85430209786834,60.9069244911504,2038300.0,174.9002227783203,175.32170973219513,172.76749982073463,174.74005567780614,129456900.0
2015-07-13,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500.0,60.77915191650391,60.89943499714806,60.77163279011041,60.78667104289741,2846500.0,176.83067321777344,176.940251099545,176.13100320028727,176.17315447609025,106069400.0
2015-07-14,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000.0,60.89191055297852,60.9445329623115,60.86183978544359,60.89191055297851,1567700.0,177.59771728515625,177.9096263435849,176.7294552841644,176.78846962537725,81709600.0
2015-07-15,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000.0,61.0648078918457,61.0873595306374,60.87686992136601,60.8994215601577,2631000.0,177.5387725830078,178.10356367651093,177.05827118035907,177.6399253571386,97914100.0
2015-07-16,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000.0,61.0648078918457,61.10239204469463,60.92949232368385,60.944524837741085,1063100.0,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300.0
2015-07-17,18.310667037963867,18.369333267211918,17.883333206176758,18.166667938232425,75061500.0,61.07232284545898,61.13246437405175,61.04225208116261,61.07984197038604,807900.0,179.1151123046875,179.17412665894074,178.54189615757733,178.9549451863001,89030000.0
2015-07-20,18.817333221435547,19.11000061035156,18.16933250427246,18.333332061767575,74677500.0,60.989688873291016,61.05734959248144,60.95210468300071,61.03479793122377,1026900.0,179.20785522460938,179.70520684098412,178.88753382331157,179.34273416345243,70446800.0
2015-07-21,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500.0,61.10237884521485,61.13996872535521,60.967063306284174,60.9821015525045,1422900.0,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000.0
2015-07-22,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000.0,61.12495422363281,61.21516652976713,61.11744083301447,61.13247334966385,1624100.0,178.17941284179688,178.51661016433286,177.7747889175163,177.80850221838858,88667900.0
2015-07-23,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000.0,61.26778793334961,61.29785870156641,61.10992070177086,61.15502398638976,1178400.0,177.17628479003906,178.41545770847551,176.81381211215972,178.314304935628,90509100.0
2015-07-24,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500.0,61.30537033081055,61.35047360991404,61.26778044128304,61.33543535993828,804300.0,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000.0
2015-07-27,16.867332458496094,17.6286678314209,16.71933364868164,17.495332717895508,70413000.0,61.42567825317383,61.43319738190741,61.35050417208223,61.410645731121406,2022800.0,174.31861877441406,174.95928736042006,173.87184350404922,174.44507261454063,132361100.0
2015-07-28,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,58437000.0,61.32042694091797,61.38056849362954,61.31290781297549,61.35049771727376,1434700.0,176.459716796875,176.60302080722076,174.3269939946678,175.16152987037316,123544800.0
2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500.0,61.26778793334961,61.32792946978321,61.22268464873071,61.32041034387586,1020500.0,177.67364501953125,177.9012387529939,176.44289724068489,176.58620128637875,105791300.0
2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000.0,61.290340423583984,61.32793031822817,61.22268549571965,61.25275626435246,788000.0,177.71578979492188,177.88438202705655,176.5356184444537,177.159423852391,91304400.0
2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000.0,61.50085067749024,61.51588893455229,61.43319572695478,61.47829902731175,1589100.0,177.44602966308594,178.2468524025521,177.15942158584755,178.22156421119357,103266900.0
2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500.0,61.64321899414063,61.65828263119437,61.5000885793423,61.5452852377897,2085800.0,176.8474884033203,177.47129371843957,175.8864986741025,177.41229223421473,113965700.0
2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500.0,61.43227767944336,61.60553532347187,61.41720829900673,61.59047169031992,1007300.0,176.50192260742188,177.23530596429305,176.0129960819197,176.77166763297515,81820800.0
2015-08-05,18.0086669921875,18.06666755676269,17.360000610351562,17.57200050354004,93214500.0,61.33435821533203,61.37202592790075,61.25149384550967,61.35695654395886,2097000.0,177.0835418701172,178.12882132425926,176.7969209546239,177.40386322085675,85786800.0
2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000.0,61.37202072143555,61.43228675751845,61.33435301206234,61.34942239472584,1173000.0,175.63363647460938,177.37858595036977,175.04354438967596,177.26899521526573,116030800.0
2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000.0,61.50007629394531,61.55280763402894,61.43228131981709,61.4699432785711,1773800.0,175.29647827148438,175.62523768738575,174.38606461296547,175.4735085090152,117858000.0
2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500.0,61.37202072143555,61.47748341093786,61.33435301206234,61.45488508422815,1173300.0,177.50503540039062,177.589325079906,176.41759177371785,176.41759177371785,80270700.0
2015-08-11,15.824666976928713,15.953332901000977,15.629332542419434,15.8100004196167,63973500.0,61.60555267333984,61.68841704722424,61.55282132153035,61.575419651264944,1424200.0,175.90338134765625,176.57776311373414,175.13627192795812,176.15627611778075,126081400.0
2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558104,55920000.0,61.58296203613281,61.79388746971817,61.56789839685687,61.71102308548292,1029700.0,176.11412048339844,176.2995757860453,173.11313520458475,174.58833965388175,172123700.0
2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000.0,61.454864501953125,61.58292547527536,61.43226618281198,61.52265945937656,845500.0,175.8949432373047,176.64518952013782,175.34700246540817,175.95394472374073,89383300.0
2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000.0,61.43227767944336,61.52267097292443,61.40214466585478,61.43227767944336,2279800.0,176.53558349609375,176.6114480561212,175.55773073542818,175.7010347475112,72786500.0
2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500.0,61.54526901245117,61.6055350393504,61.51514174628622,61.57540202590079,821900.0,177.5218963623047,177.5218963623047,175.47347566116628,175.93711394622727,79072600.0
2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000.0,61.43227767944336,61.5151420299908,61.40967360878841,61.46993963596558,1083900.0,177.00767517089844,177.59775439252033,176.7716434822497,177.2437068595472,71692700.0
2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,54064500.0,61.6507453918457,61.67334946742166,61.33435730121354,61.372025013220856,1356600.0,175.60829162597656,177.03290640888272,174.7906060880835,176.25737212956565,172946000.0
