Date,TSLA_Returns,BND_Returns,SPY_Returns
2015-07-02,0.04038639915454456,0.0024727247272533504,-0.0009157867841097511
2015-07-06,-0.001071274437521974,0.003452349585559844,-0.002845749829147648
2015-07-07,-0.04232804124569678,0.0009832057508307734,0.006288814185505309
2015-07-08,-0.04823057784907436,0.0028230679140350823,-0.016777355777626957
2015-07-09,0.011609720385955313,-0.0033052307859738894,0.001809051719178889
2015-07-10,0.004768851945843755,-0.004667186406313251,0.012591288609243412
2015-07-13,0.011614881028806812,-0.002344159891027764,0.011037438425106627
2015-07-14,0.013312443878506386,0.0018552189841265498,0.004337731986340243
2015-07-15,-0.009448430502932648,0.0028394139270231378,-0.00033190011138373166
2015-07-16,0.013452917723576485,0.0,0.008024370226814792
2015-07-17,0.029923479333326286,0.00012306521338101284,0.0008476754066530923
2015-07-20,0.027670547578698246,-0.001353051076459999,0.0005177838917584943
2015-07-21,-0.054878507378390284,0.0018476889127596596,-0.003951274146699046
2015-07-22,0.004123425201304931,0.0003694680770964798,-0.0017946412085318997
2015-07-23,-0.0025011922264167596,0.0023367495572139685,-0.005629876290188851
2015-07-24,-0.0066990980175530845,0.0006134120184300151,-0.01037219807215739
2015-07-27,-0.046720231391331746,0.0019624369237813966,-0.005817079800528924
2015-07-28,0.04667806507496031,-0.0017134741568836098,0.012282669731520368
2015-07-29,-0.003776200204621105,-0.0008584253273232756,0.006879350396179262
2015-07-30,0.011257673505236987,0.0003680970212096568,0.00023720330263943268
2015-07-31,-0.0023988239767867015,0.0034346399848883546,-0.0015179300170639065
2015-08-03,-0.023144884928617437,0.002314899958001604,-0.003373089050806466
2015-08-04,0.02419330078904558,-0.0034219711127889685,-0.0019540328167416687
2015-08-05,0.014458436896063187,-0.0015939416184806987,0.0032952573779547745
2015-08-06,-0.08884613070827718,0.0006140523386792829,-0.008187691415000309
2015-08-07,-0.014707655017798138,0.0020865464588659677,-0.0019196676097619214
2015-08-10,-0.005649254943673188,-0.002082201847973475,0.012598981740442161
2015-08-11,-0.015634065274604203,0.0038051859651857534,-0.009023147141271726
2015-08-12,0.0033702625495031224,-0.0003666980690330002,0.0011980391401669177
2015-08-13,0.018222278547613824,-0.0020800807552018297,-0.0012445183014976324
2015-08-14,0.0026389930841606013,-0.0003675351445783237,0.0036421755338627015
2015-08-17,0.04869422505161958,0.0018392828212785428,0.005587048495708791
2015-08-18,0.022471468870960187,-0.0018359060707811015,-0.002896663464865057
2015-08-19,-0.02098032399177252,0.0035562365690284814,-0.007905778908009475
2015-08-20,-0.05120474567775368,0.0008554347455504985,-0.02088078851891162
2015-08-21,-0.047113613026361856,0.0015869975749291942,-0.03010226426128748
2015-08-24,-0.05156653613722728,-0.00024393754704998827,-0.042107109499437856
2015-08-25,0.005299957738899019,-0.0032914907998534693,-0.011768125516228634
2015-08-26,0.021860631008791875,-0.004282005430757629,0.038393807239045064
2015-08-27,0.08072407396744574,0.001351708052460987,0.024735245467501166
2015-08-28,0.022593474526899193,0.0004906746652393323,5.005132304458648e-05
2015-08-31,0.00233425311787383,-0.0013491592794705465,-0.00807893289016659
2015-09-01,-0.04187746789935953,0.002436269367163124,-0.029847967658055086
2015-09-02,0.0379667326201818,-0.0007359090688324743,0.018981422094531686
2015-09-03,-0.008559158628931418,0.0007364510298240035,0.0007159494435389213
2015-09-04,-0.014822516253377382,0.002455035825633889,-0.01513664860285635
2015-09-08,0.0257924872165749,-0.0024490233854848054,0.025131442170144513
2015-09-09,0.002981841490309778,-0.00024513761294897574,-0.013371901659935514
2015-09-10,-0.0017275792568650639,-0.002086290115684064,0.005441771281683883
2015-09-11,0.007083127758706009,0.002090651821915479,0.004544277406471675
2015-09-14,0.011788685834209334,0.00024519772013276153,-0.003710300829980473
2015-09-15,0.0015008533688181114,-0.0041729840362193515,0.012499396274847197
2015-09-16,0.03423117949694654,-0.0006160973128539471,0.008666034169789505
2015-09-17,-0.000686427307326376,0.005672885932535454,-0.002247316386122078
2015-09-18,-0.005532854221774852,0.002820566866325036,-0.016341954021686367
2015-09-21,0.013736467307306599,-0.0036687036336624512,0.005168053646853243
2015-09-22,-0.012339109416155347,0.0018418196207723447,-0.01298024205379178
2015-09-23,0.000459842504490382,0.0,-0.0015981202562044272
2015-09-24,0.007890882645230857,0.00036789722157726246,-0.003616106196715152
2015-09-25,-0.02360137483948066,-0.0018380050196841191,-0.0002589573187181671
2015-09-28,-0.03300761554870424,0.0025766555810435854,-0.025097540332731483
2015-09-29,-0.00716505256437161,0.0007341185783951154,0.000585021832003374
2015-09-30,0.007095082009808129,0.0019574288730181966,0.018658732328465266
2015-10-01,-0.03429950833940998,0.0005379151872868526,0.0026093656191270576
2015-10-02,0.032057758124643954,0.0037891504966860445,0.014937623219973606
2015-10-05,-0.005735797824596434,-0.0038971848724348446,0.017794751427465227
2015-10-06,-0.01905337856419076,0.0013457405926091681,-0.0034264824220499035
2015-10-07,-0.03934404066335062,0.0,0.008190742280727248
2015-10-08,-0.022590068231747584,-0.0015876339783594817,0.009026787506658751
2015-10-09,-0.02659664782558424,-0.00012198307728394919,0.0005964022375106737
2015-10-12,-0.023154721971044845,0.0017123505232035097,0.0009436214366103091
2015-10-13,0.017023869860745666,0.0006094396400155855,-0.006302184787775
2015-10-14,-0.010809577491181055,0.003660994888514013,-0.004794091986640048
2015-10-15,0.020426012486898237,-0.0019457354636039925,0.01535469007888457
2015-10-16,0.025755735523108614,-0.0003650144857060278,0.004546420107977456
2015-10-19,0.00480158072748571,0.0,0.0004921128615444914
2015-10-20,-0.06606755350432658,-0.001583433622993513,-0.0012785099121486176
2015-10-21,-0.013800880426347861,0.001830419305061115,-0.006203555454444953
2015-10-22,0.0077586303749297425,0.0017049382324672013,0.016893614052592154
2015-10-23,-0.01242211222596079,-0.0025533918767767227,0.0109617259007051
2015-10-26,0.02950887527409196,0.0010966641671210642,-0.002457496052854724
2015-10-27,-0.022809699646425985,0.00024445988186072576,-0.0019324589335077968
2015-10-28,0.012407945034625278,-0.002801022059261471,0.011374720702589602
2015-10-29,-0.006245254663083677,-0.003540762832748179,-0.0005743963000087726
2015-10-30,-0.022208650663342766,0.00220558376685398,-0.004309715196111452
2015-11-02,0.033151394131743395,-0.001972517453070477,0.011830852814054937
2015-11-03,-0.025445558566223325,-0.0017184049929571676,0.002899571119905353
2015-11-04,0.11173506172895431,0.0006150686877244294,-0.003033455832809673
2015-11-05,0.0006043683865557536,-0.0018437625695972848,-0.0009981351308896436
2015-11-06,0.0025456895572166793,-0.003939539242148515,-0.0005236447767269503
